sentence,episode,season,character
"I'm going for a perfect game!  Frontal bombardment!  All troops, take cover!  Huh?  What was that?  Shit! You guys!  What the hell was that sound?!  Does the enemy have cannons?!  If so, there's a hundred of 'em!  Calm down! You're scaring the horses!  The Titan's throwing boulders!  Captain Levi!  All of you, retreat to the wall with the horses!  Roger!  Hurry! Stay outta the line of fire!  Hey, stand up! You wanna die?!  Commander!  How's it looking?  Terrible.",16,3,
His throws have destroyed the front line of houses.,16,3,
"If he keeps on throwing, everything will get leveled.",16,3,
We won't have anywhere left to hide.,16,3,
We can't retreat to the other side of the wall?  No  The Colossal Titan is already heading this way.,16,3,
Spreading fire all along his path.,16,3,
"Supposing we scale the wall to evade the stones, we'd have to leave the horses.",16,3,
"If we retreat here, there's no hope for victory.",16,3,
What happened to Hange's group?  Is Eren all right?  I don't know.,16,3,
But the majority of them were caught in that explosion.,16,3,
We've been dealt a serious blow.,16,3,
The Beast Titan directed the small Titans  so our soldiers would group up in one place.,16,3,
"As such, while engaging the small Titans, Dirk Squad, Marlene Squad, and Klaus Squad  were all wiped out by the bombardment.",16,3,
"In other words, our remaining forces this side of the gate  consists of you new Scout recruits, Captain Levi, and  me.",16,3,
"We're doomed!  Erwin Do you have any sort of plan?  Yell at him, Eren!  Don't let Bertholdt get any closer to the wall!  He noticed!  What?! That bastard's ignoring us!  Hey! What now, Jean?! At this rate  I know that!  Eren! Go stop his lanky legs!  But still! How the hell are we gonna defeat him?!  His gusts of hot steam make our ODM gear useless! Right?!  You don't think I know that?!  But right now, we've got no choice but to try!  We've gotta figure out his weakness!  I'll do it.",16,3,
You guys distract him.,16,3,
"Conny, your Thunder Spear.",16,3,
"R-Right!  Armin, we need you to observe him from afar.",16,3,
So quit your moping.,16,3,
"We gotta believe there's a way to beat him!  Right!  Now! Scatter!  Don't you dare look down on me!  You're nothing more  than a big damn wretched oaf!  H-He's shoving him!  Go, Eren! Knock him over!  There has to be some sort of way!  What?  Eren!  Hey Is that Eren?  He got himself flung on top of the wall?  By him  Eren's not moving  He's not dead! Focus on the monster at hand!  That might have been pushing it too far  If we run at him without a plan, that's what happens.",16,3,
"Unless  Unless we can somehow turn the tables on him,  this recovery operation, all of our lives,  and the future of humanity will be doomed!  Having said that, I'm not about to sit around while we all get slaughtered!  Let's go on the attack!  He doesn't know about Thunder Spears yet!  Conny, Sasha, and I will distract him!  Mikasa will strike in the opening!  Roger!  Hey, moron! I'll poke out your stupid eyes!  You huge idiot!  You massive pervert lord!  This distraction is so obvious  But if we nail him with a Thunder Spear!  Guys!  Is it useless?  His hot steam even knocked away the Thunder Spears!  Conny!  Shit! Breathing it in burned my throat!  Mikasa! You're bleeding!  I'm fine.",16,3,
A bit of shrapnel from the Thunder Spears got me.,16,3,
Thought of anything yet?  Huh?  Have any clues for a counterattack?  Not one  The Beast Titan has a good guess where we're at.,16,3,
This place will look like a honeycomb soon.,16,3,
Erwin.,16,3,
"If you're saying we've got no chance to counterattack, let's get ready to flee.",16,3,
Wake Eren sprawled out up there.,16,3,
Ride him and flee with as many people as possible.,16,3,
At least we'll have some survivors.,16,3,
"Hey! The horse got away!  That was your job!  Shut up! Like it matters!  Excuse me?!  Those Scouts were insanely strong and they died in an instant!  You know as well as I do!  What good is protecting horses  when there's nobody left to ride them home?!  It all made sense at one point  If humanity just hid behind the walls,  we'd someday get slaughtered by Titans out of nowhere.",16,3,
Somebody has to bite the bullet and risk taking action.,16,3,
"In order for others to not become victims,  we needed people to become the victims themselves.",16,3,
"Who will be that brave soldier?  When I was asked that, I actually believed I could be that someone!  But I never thought  that being sent to my death  would turn out to be so utterly meaningless in the end!  Now that I think about it,  I bet almost everyone ends up saying the same thing as me.",16,3,
"Why did I ever think that I'd  somehow be different?  What if whoever's left of the recruits and Hange's group scatter on horses  and try to make it home?  By using them as a decoy, you guys could escape on Eren.",16,3,
Levi.,16,3,
What would you do?  I'm facing the Beast Titan.,16,3,
I'll draw him away  Impossible.,16,3,
You won't even get close.,16,3,
Probably not.,16,3,
"But if you and Eren return home alive, there's still hope.",16,3,
"Isn't that the best we can ask for at this point?  What a huge defeat  To be perfectly honest,  I doubt a single one of us is making it back alive.",16,3,
"Yes, assuming we had no way to counterattack.",16,3,
Is there a way?  Yes.,16,3,
"Why didn't you say that sooner?  Why'd you keep your shitty mouth shut?  If the plan goes well, you may be able to take down the Beast Titan.",16,3,
But it will take the recruits  and myself to give our lives.,16,3,
It's like you said.,16,3,
"Either way, most of us will die.",16,3,
"No, it's almost guaranteed we'll all be wiped out.",16,3,
"In which case, we can stake our heroic deaths on a slim chance of victory.",16,3,
"For this to work  To ask these young ones to die,  it would take an expert con man and a whole slew of lies.",16,3,
"If I do not lead the vanguard, none of them will follow.",16,3,
And I will die before anyone else.,16,3,
Without ever learning what's in the basement  Huh?  I  I want to go to the basement.,16,3,
Everything I've done till now  was because I thought this day would come.,16,3,
"That someday, I could check if I was right.",16,3,
So many times I thought death would be so much easier.,16,3,
"But always, the dream I shared with my father flashed through my mind.",16,3,
"And now, I'm close enough to the answers to reach out and grab them.",16,3,
"They're right there  But, Levi  Can you see them? Our comrades?  Our comrades are looking at us.",16,3,
They want to know what became of the hearts they gave.,16,3,
Because the fighting isn't over yet.,16,3,
Is it all just inside my head?  Nothing more than a childish delusion?  You've fought well.,16,3,
It's all thanks to you that we've come this far.,16,3,
I'm making the choice.,16,3,
Give up on your dream and die.,16,3,
Lead the recruits straight into hell.,16,3,
I will take down the Beast Titan.,16,3,
"Charge!  Well, I figured they wouldn't lie down and die, but  A suicide charge?  Here I was thinking they could do better than that  Now! Fire!  Smoke?  Oh, it's those signal things  Tsk! It's coming, move!  I'm announcing our final operation!  All troops, line up!  We will be doing a cavalry charge.",16,3,
Our goal: To rush the Beast Titan.,16,3,
"Of course, we'll be making ourselves ideal targets.",16,3,
So we'll wait until he's ready to throw and fire our smoke signals together.,16,3,
That should reduce his accuracy somewhat.,16,3,
"While we're acting as a decoy, Captain Levi will kill the Beast Titan.",16,3,
That is our plan.,16,3,
What?  You want me to go after him with just ODM gear?  He's standing in an empty area.,16,3,
There's not even a house or tree in sight.,16,3,
Wrong  There happens to be a line of objects at just the right height.,16,3,
Sneak close using the Titans  and assassinate the Beast Titan.,16,3,
I'm sorry  Standing and waiting just means we'll be showered by more boulders.,16,3,
Get ready on the double!  Are we all heading  to our deaths?  Yes.,16,3,
"If we're gonna die anyways, you're saying it's better  if we die fighting?  Yes.",16,3,
"Wait If we're gonna die anyways,  no matter how we die, even if it's disobeying orders,  it all means nothing, right?  You're precisely right.",16,3,
It's all meaningless.,16,3,
No matter what dreams or hopes you had  No matter how blessed a life you've lived  It's all the same if you're shredded by rocks.,16,3,
Everyone will die someday.,16,3,
"Does that mean life is meaningless?  Was there even any meaning in our being born?  Would you say that of our fallen comrades?  Their lives  Were they meaningless?  No, they weren't!  It's us who gives meaning to our comrade's lives!  The brave fallen! The anguished fallen!  The ones who will remember them are us, the living!  We die trusting the living who follow to find meaning in our lives!  That is the sole method in which we can rebel against this cruel world!  My soldiers, rage!  My soldiers, scream!  My soldiers, fight!   For friends who gave up their hearts  For friends who gave up their dreams  Until everything burns out, they will continue running  inside the chaos and panic.",16,3,
"Next episode: ""Hero.",16,3,
"""  ""Hero""",16,3,
"We die trusting the living who follow to find meaning in our lives!  That is the sole method in which we can rebel against this cruel world!  My soldiers, rage!  My soldiers, scream!  My soldiers, fight!  The commander!  Don't look back! Charge!   ""Hero""  How pitiful  To never learn from the mistakes of history  It's a tragedy how King Reiss stole their memories of the world.",17,3,
That's why they're repeating the same mistakes.,17,3,
"In the end, they'll send every last person in the walls,  down to the children and elderly, on a suicide charge.",17,3,
"Saying if they're going to die, they may as well die proud.",17,3,
"It's bullshit!  I crushed it into dust?  What's gotten into me?  Why are you getting worked up?  You're not like your father, right?  You've gotta try to enjoy things.",17,3,
"So let's turn them all into proud little chunks of meat!  The second volley is coming! Fire!  It's coming  Is this how I die?  I wonder what Hitch is doing  Wait, I bet she's still in bed  Sounds nice  I don't get it Why am I, at a time like this?  Yeah!  Game over!  You like that? I changed how I threw the pitch.",17,3,
Now you're done for.,17,3,
"Fire!  Like I said How is firing those things going to help you?  All that screaming What good is it going to do you?!  Aww, you poor things  Hmm?  What's that?  My Titans have fallen  Huh?  I need to watch out for a single soldier?  Yes.",17,3,
